"app_id","positive","negative","estimated_owners","owners_min","owners_max","average_playtime_forever","average_playtime_2weeks","median_playtime_forever","median_playtime_2weeks","peak_ccu"
"612880","36084","8413","1000000 - 2000000","1000000","2000000","882","41","578","41","290"
"505460","36855","7213","1000000 - 2000000","1000000","2000000","5630","917","712","1671","2821"
"1206560","41874","2188","1000000 - 2000000","1000000","2000000","1622","101","507","120","1589"
"1562430","42127","1839","1000000 - 2000000","1000000","2000000","652","350","503","518","517"
"568220","41213","2719","1000000 - 2000000","1000000","2000000","1616","70","263","72","1524"
"1465360","39488","4393","1000000 - 2000000","1000000","2000000","3659","707","1108","416","3132"
"1817190","40722","2959","1000000 - 2000000","1000000","2000000","879","173","729","248","377"
"310950","29529","14122","2000000 - 5000000","2000000","5000000","5509","6720","321","6723","170"
"599140","37721","5926","1000000 - 2000000","1000000","2000000","2044","98","681","98","941"
"601510","36345","7285","2000000 - 5000000","2000000","5000000","3711","1657","248","2477","1856"
"476600","30055","13278","2000000 - 5000000","2000000","5000000","537","0","392","0","298"
"666140","39671","3599","1000000 - 2000000","1000000","2000000","2908","20","708","20","593"
"2124490","41028","2021","500000 - 1000000","500000","1000000","1033","559","929","570","514"
"860510","40494","2548","1000000 - 2000000","1000000","2000000","402","119","354","192","229"
"2161700","40182","2385","1000000 - 2000000","1000000","2000000","3093","487","2264","168","1683"
"834910","20142","22392","1000000 - 2000000","1000000","2000000","9861","27","1441","27","468"
"843380","39667","2700","1000000 - 2000000","1000000","2000000","754","221","113","214","364"
"312520","39787","2490","1000000 - 2000000","1000000","2000000","1294","148","124","146","836"
"1295660","20502","21746","1000000 - 2000000","1000000","2000000","3428","631","1356","475","5931"
"1501750","27969","14164","1000000 - 2000000","1000000","2000000","1363","385","731","145","827"
"1419170","39143","2558","1000000 - 2000000","1000000","2000000","1285","68","145","125","740"
"967050","36071","5620","2000000 - 5000000","2000000","5000000","206","51","126","57","77"
"1288310","40672","886","500000 - 1000000","500000","1000000","257","0","205","0","40"
"527230","36581","4906","2000000 - 5000000","2000000","5000000","1386","152","756","211","428"
"1669980","40290","890","1000000 - 2000000","1000000","2000000","1609","903","607","903","553"
"751780","36751","4130","1000000 - 2000000","1000000","2000000","1398","212","992","304","235"
"337000","31037","9813","2000000 - 5000000","2000000","5000000","1191","192","377","192","205"
"704270","29053","11451","1000000 - 2000000","1000000","2000000","1040","367","384","367","234"
"1845910","28118","12361","2000000 - 5000000","2000000","5000000","2877","477","2190","725","804"
"555160","35512","4160","1000000 - 2000000","1000000","2000000","1011","221","292","300","107"
"1369630","37155","2378","1000000 - 2000000","1000000","2000000","737","51","599","51","181"
"1850570","36697","2819","1000000 - 2000000","1000000","2000000","2175","192","648","227","1604"
"3070070","38392","1107","2000000 - 5000000","2000000","5000000","1413","392","724","225","1661"
"692850","36999","2486","1000000 - 2000000","1000000","2000000","1139","46","787","69","158"
"1544020","25601","13829","1000000 - 2000000","1000000","2000000","778","366","524","542","46"
"1088850","36857","2301","500000 - 1000000","500000","1000000","726","200","483","245","219"
"805550","36035","2908","1000000 - 2000000","1000000","2000000","3835","135","434","43","1479"
"745920","31828","7113","500000 - 1000000","500000","1000000","2377","160","725","160","200"
"1128810","31060","7783","2000000 - 5000000","2000000","5000000","471","173","122","147","2153"
"322500","35390","3386","1000000 - 2000000","1000000","2000000","294","24","178","24","43"
"2551020","35393","3335","2000000 - 5000000","2000000","5000000","165","54","71","71","786"
"1178830","35622","3089","1000000 - 2000000","1000000","2000000","644","67","135","67","44"
"544810","28543","10136","2000000 - 5000000","2000000","5000000","2332","844","105","1155","4796"
"228380","34031","4586","1000000 - 2000000","1000000","2000000","1327","18","358","28","328"
"884660","30411","8179","2000000 - 5000000","2000000","5000000","682","0","56","0","96"
"895400","29504","9077","500000 - 1000000","500000","1000000","2422","408","838","547","698"
"1184370","32303","6193","2000000 - 5000000","2000000","5000000","4438","726","753","293","1874"
"611500","28297","10068","2000000 - 5000000","2000000","5000000","383","12","77","12","203"
"668580","31167","6828","1000000 - 2000000","1000000","2000000","909","98","586","114","466"
"2420510","37623","363","1000000 - 2000000","1000000","2000000","0","0","0","0","645"
"675010","34349","3347","1000000 - 2000000","1000000","2000000","905","382","316","446","280"
"1210320","34716","2892","1000000 - 2000000","1000000","2000000","598","360","298","535","941"
"412220","33440","4010","1000000 - 2000000","1000000","2000000","0","0","0","0","2679"
"1462040","33079","4228","1000000 - 2000000","1000000","2000000","1721","692","1295","896","761"
"554620","34787","2506","2000000 - 5000000","2000000","5000000","673","0","568","0","35"
"787480","36370","884","1000000 - 2000000","1000000","2000000","1320","136","551","199","826"
"418240","35767","1470","1000000 - 2000000","1000000","2000000","548","149","184","151","218"
"2021910","31223","5909","1000000 - 2000000","1000000","2000000","0","0","0","0","228"
"1971870","25879","11246","500000 - 1000000","500000","1000000","2124","139","811","124","1149"
"1296830","34444","2563","1000000 - 2000000","1000000","2000000","2050","238","1430","238","516"
"207140","34525","2215","2000000 - 5000000","2000000","5000000","735","1946","287","3863","195"
"1557740","34893","1765","2000000 - 5000000","2000000","5000000","664","132","294","179","555"
"1244460","32817","3821","1000000 - 2000000","1000000","2000000","1175","219","448","317","1413"
"532210","31616","5018","10000000 - 20000000","10000000","20000000","477","1272","205","1272","153"
"438040","33837","2756","1000000 - 2000000","1000000","2000000","8766","972","538","1612","1389"
"2321470","31693","4865","1000000 - 2000000","1000000","2000000","1634","330","690","108","1300"
"1562700","35011","943","500000 - 1000000","500000","1000000","611","364","538","440","160"
"383980","34357","1469","1000000 - 2000000","1000000","2000000","1282","47","350","56","285"
"475150","32295","3226","2000000 - 5000000","2000000","5000000","1347","408","286","626","599"
"1135690","32883","2418","500000 - 1000000","500000","1000000","252","30","229","30","260"
"1241100","26313","8756","1000000 - 2000000","1000000","2000000","226","71","51","75","119"
"326460","32540","2353","1000000 - 2000000","1000000","2000000","1661","554","497","800","297"
"485510","27867","7025","2000000 - 5000000","2000000","5000000","2726","265","1159","284","291"
"2679460","31641","3199","1000000 - 2000000","1000000","2000000","3517","280","2872","447","1753"
"740130","30379","4403","2000000 - 5000000","2000000","5000000","2171","568","1576","579","182"
"1282730","32214","2445","1000000 - 2000000","1000000","2000000","1290","968","910","1068","348"
"638230","32549","1963","500000 - 1000000","500000","1000000","146","162","111","162","60"
"1256670","32471","2038","1000000 - 2000000","1000000","2000000","3720","1050","1255","1601","1299"
"434570","32796","1633","1000000 - 2000000","1000000","2000000","699","48","143","48","28"
"844870","20936","13480","5000000 - 10000000","5000000","10000000","4268","8331","119","8331","30"
"1922560","30964","3331","1000000 - 2000000","1000000","2000000","827","370","211","495","855"
"939400","31465","2425","1000000 - 2000000","1000000","2000000","158","22","86","22","92"
"555570","18200","15615","5000000 - 10000000","5000000","10000000","1337","29","74","40","70"
"2406770","25297","8507","500000 - 1000000","500000","1000000","441","59","173","42","422"
"1483870","28294","5381","1000000 - 2000000","1000000","2000000","556","134","312","169","296"
"1657630","31703","1916","1000000 - 2000000","1000000","2000000","912","421","405","175","524"
"2300320","28079","5496","1000000 - 2000000","1000000","2000000","8887","749","3346","266","13431"
"640820","26001","7420","2000000 - 5000000","2000000","5000000","3476","879","841","1162","590"
"1817230","32441","898","500000 - 1000000","500000","1000000","592","172","233","198","87"
"535930","30563","2711","1000000 - 2000000","1000000","2000000","1277","154","456","209","518"
"1235140","31409","1853","500000 - 1000000","500000","1000000","2737","555","1948","722","470"
"383120","26195","7052","1000000 - 2000000","1000000","2000000","5901","1304","401","1304","990"
"1677280","18936","14310","1000000 - 2000000","1000000","2000000","5282","549","1283","437","2183"
"597170","32025","1042","1000000 - 2000000","1000000","2000000","1448","46","517","62","212"
"371660","28267","4625","1000000 - 2000000","1000000","2000000","1090","257","579","169","235"
"2231380","23816","8747","500000 - 1000000","500000","1000000","1277","245","603","227","1430"
"8980","28944","3579","2000000 - 5000000","2000000","5000000","1895","0","680","0","142"
"939960","24362","7819","1000000 - 2000000","1000000","2000000","1203","48","901","48","215"
"1859910","22624","9407","500000 - 1000000","500000","1000000","2538","63","1683","63","296"
"2878980","18767","13207","1000000 - 2000000","1000000","2000000","8073","394","3360","286","27486"
"1100600","28341","3401","5000000 - 10000000","5000000","10000000","18222","0","9302","0","1012"
"1359090","24924","6706","500000 - 1000000","500000","1000000","427","344","260","675","75"
"299740","20860","10748","200000 - 500000","200000","500000","1717","0","355","0","37"
"637090","26438","5125","1000000 - 2000000","1000000","2000000","4869","124","601","124","1446"
"1336490","29837","1575","500000 - 1000000","500000","1000000","1732","662","462","1022","958"
"2322010","27127","4261","1000000 - 2000000","1000000","2000000","2405","298","2150","237","1591"
"1366800","29275","2077","2000000 - 5000000","2000000","5000000","35009","3561","9235","2407","41428"
"225840","29316","2000","1000000 - 2000000","1000000","2000000","906","58","111","77","112"
"942970","30125","1184","1000000 - 2000000","1000000","2000000","411","39","278","39","68"
"427410","30157","1117","500000 - 1000000","500000","1000000","2189","449","1166","356","1458"
"1144400","30868","358","500000 - 1000000","500000","1000000","1585","250","691","439","406"
"393420","23689","7469","500000 - 1000000","500000","1000000","4329","72","823","122","20"
"1449690","29969","1072","500000 - 1000000","500000","1000000","1342","300","633","433","677"
"1268750","25027","5995","1000000 - 2000000","1000000","2000000","1026","163","302","187","283"
"280790","24051","6924","1000000 - 2000000","1000000","2000000","803","4","136","4","35"
"2208920","21554","9420","500000 - 1000000","500000","1000000","1978","450","726","141","1379"
"1876890","29332","1588","500000 - 1000000","500000","1000000","3723","283","1720","405","1679"
"460920","25437","5447","1000000 - 2000000","1000000","2000000","916","187","270","187","128"
"1254120","16259","14611","2000000 - 5000000","2000000","5000000","1975","73","132","73","291"
"2186680","26360","4445","10000000 - 20000000","10000000","20000000","3653","739","1334","422","3582"
"1874880","23326","7297","200000 - 500000","200000","500000","4766","811","1280","459","11466"
"1703340","28795","1760","1000000 - 2000000","1000000","2000000","383","78","250","78","73"
"413410","29230","1201","1000000 - 2000000","1000000","2000000","1066","996","681","1310","173"
"427730","24318","6091","2000000 - 5000000","2000000","5000000","211","148","89","148","75"
"517630","18698","11600","1000000 - 2000000","1000000","2000000","1385","396","506","396","232"
